1,1,0
1,2,162
1,3,250
1,4,135
1,5,151
1,6,94
1,7,40
1,8,45
1,9,294
1,10,13
1,11,6
2,1,129
2,2,0
2,3,241
2,4,195
2,5,119
2,6,51
2,7,88
2,8,97
2,9,239
2,10,94
2,11,91
3,1,101
3,2,126
3,3,0
3,4,170
3,5,109
3,6,69
3,7,43
3,8,16
3,9,482
3,10,47
3,11,97
4,1,139
4,2,172
4,3,289
4,4,0
4,5,147
4,6,35
4,7,11
4,8,31
4,9,246
4,10,15
4,11,22
5,1,150
5,2,118
5,3,246
5,4,123
5,5,0
5,6,60
5,7,39
5,8,90
5,9,231
5,10,10
5,11,62
6,1,74
6,2,5
6,3,249
6,4,80
6,5,53
6,6,0
6,7,92
6,8,80
6,9,129
6,10,18
6,11,156
7,1,97
7,2,55
7,3,218
7,4,6
7,5,57
7,6,77
7,7,0
7,8,58
7,9,238
7,10,20
7,11,53
8,1,72
8,2,56
8,3,226
8,4,13
8,5,63
8,6,64
8,7,38
8,8,0
8,9,255
8,10,97
8,11,76
9,1,32
9,2,0
9,3,304
9,4,50
9,5,59
9,6,128
9,7,37
9,8,53
9,9,0
9,10,11
9,11,196
10,1,14
10,2,96
10,3,250
10,4,10
10,5,60
10,6,74
10,7,14
10,8,41
10,9,247
10,10,0
10,11,15
11,1,37
11,2,83
11,3,284
11,4,63
11,5,3
11,6,125
11,7,14
11,8,0
11,9,128
11,10,94
11,11,0
