1,1,0
1,2,188
1,3,247
1,4,109
1,5,171
1,6,23
1,7,39
1,8,48
1,9,226
1,10,39
2,1,126
2,2,0
2,3,283
2,4,180
2,5,112
2,6,10
2,7,82
2,8,47
2,9,261
2,10,35
3,1,120
3,2,177
3,3,0
3,4,157
3,5,138
3,6,31
3,7,17
3,8,43
3,9,454
3,10,60
4,1,106
4,2,132
4,3,205
4,4,0
4,5,153
4,6,76
4,7,0
4,8,49
4,9,280
4,10,0
5,1,172
5,2,177
5,3,261
5,4,142
5,5,0
5,6,54
5,7,21
5,8,51
5,9,237
5,10,78
6,1,92
6,2,95
6,3,202
6,4,34
6,5,31
6,6,0
6,7,96
6,8,57
6,9,134
6,10,2
7,1,83
7,2,3
7,3,226
7,4,70
7,5,24
7,6,38
7,7,0
7,8,32
7,9,217
7,10,49
8,1,33
8,2,24
8,3,221
8,4,16
8,5,81
8,6,39
8,7,21
8,8,0
8,9,209
8,10,31
9,1,74
9,2,39
9,3,383
9,4,29
9,5,39
9,6,106
9,7,81
9,8,17
9,9,0
9,10,46
10,1,21
10,2,45
10,3,206
10,4,31
10,5,93
10,6,57
10,7,9
10,8,16
10,9,265
10,10,0
